,subjid,instructionloops,strategy,helpstrategy,howtoimprove,engagement,difficulty,externalhelp,gender,education,major,age,expNum,iid
180,180,2,Just did my best.,,no,5.0,5.0,nohelp,woman,somegrad,humanities,38.0,4,842
181,181,1,i just made my best guess,,it was kinda difficult to do. But i did better than I thought i would,7.0,9.0,nohelp,woman,somecollege,business,49.0,4,843
182,182,1,"I checked pretty thoroughly, usually just checking the A group. Half the time I also checked the B group as well.  I thought I got them all correct, so I was extremely surprised that I only got 76 points.  I think something is wrong with the selections... or something I must have really missed is strange.  I was sure I got them all right. ",,I think the answers must be wrong as I really thought I should have gotten all 200 points. ,10.0,10.0,nohelp,man,somecollege,humanities,44.0,4,844
183,183,1,"I had some flawed strategies at first because I didn't really understand how the experiment worked. I didn't understand that not every card belonged to a group until after I was probably over halfway done, so this caused me some problems. Generally I would try to count the exceptions a group had and base my decision on that, but I don't think just doing this is a good strategy knowing what I know now.",,I was expecting to see a total of 8 cards with 4 belonging to one group and 4 belonging to the other group after seeing the instructions. I was surprised to see so many cards when the experiment first began and I did not realize that not all cards belonged to a group.,6.0,8.0,nohelp,man,somecollege,other,32.0,4,845
184,184,4,following the rules properly,,none,10.0,3.0,nohelp,man,highschool,noresponse,61.0,4,846
185,185,1,good game,yes,good task,5.0,5.0,yeshelp,man,bachelors,business,38.0,4,847
186,186,1,,,,10.0,8.0,nohelp,woman,bachelors,socialscience,41.0,4,848
187,187,1,good game,yes,super and nice task,5.0,5.0,yeshelp,man,bachelors,business,39.0,4,849
188,188,2,I counted the two categories in my mind and whichever one had 13 was the group with more.  I did it on all rounds even though it said I only earned 91 out of 200 points-I counted every round out.  Strange.,,Doesn't seem accurate calculation of points at the end.  But instructions were clear and images easy to see/count.,7.0,7.0,nohelp,woman,bachelors,socialscience,54.0,4,850
189,189,1,I am kinda dumb founded as I thought I was counting right. I do not understand my score at all. I know I messed up 1 but. I counted one type then the other,,Do not undersand the scoring.,9.0,7.0,nohelp,woman,somecollege,other,59.0,4,851
190,190,1,I just followed directions and counted.,,,9.0,3.0,nohelp,woman,somecollege,other,50.0,4,852
191,191,1,"No strategy, it was simple to see visually",,no suggestions,10.0,0.0,nohelp,woman,highschool,noresp,70.0,4,853
192,192,1,"I counted through all the squares that fit the criteria for Group A, then went through and added in all the squares that were excluded from Group B. I just counted slowly and tried not to lose track, and I didn't bother with 0 point rounds.",,none,10.0,2.0,nohelp,woman,bachelors,socialscience,33.0,4,854
193,193,2,I didn't have any strategies.,,No,5.0,8.0,nohelp,woman,bachelors,business,37.0,4,855
194,194,1,,,,3.0,7.0,noresp,man,masters,business,32.0,4,856
195,195,2,,,,10.0,8.0,nohelp,man,bachelors,engineering,30.0,4,857
196,196,4,"None, I just counted carefully.",,,6.0,5.0,nohelp,man,bachelors,noresponse,27.0,4,858
197,197,1,I just took my time and counted,,None that I can think of.,10.0,2.0,nohelp,woman,highschool,noresp,43.0,4,859
198,198,1,no,none,very interesting game.,5.0,7.0,nohelp,man,bachelors,engineering,35.0,4,860
199,199,1,,,,4.0,0.0,nohelp,man,bachelors,mathscience,47.0,4,861
200,200,10,i used my own understanding ,,you should give out a bonus anyway,0.0,10.0,nohelp,man,highschool,noresp,35.0,4,862
201,201,1,no,,,7.0,3.0,nohelp,man,bachelors,business,33.0,4,863
202,202,6,NONE,,Very interesting Task,10.0,8.0,nohelp,woman,bachelors,engineering,38.0,4,864
203,203,1,I counted both categories and made sure they added up to 24.,,It was a fun task. Thank you.,10.0,3.0,nohelp,woman,bachelors,business,59.0,4,865
204,204,2,"i don,t use any strategies.",,none,3.0,1.0,nohelp,man,bachelors,business,40.0,4,866
205,205,2,Counting,,it's better to not use the stop clock,8.0,4.0,nohelp,woman,bachelors,socialscience,27.0,4,867
206,206,6,,,,8.0,7.0,noresp,woman,masters,engineering,59.0,4,868
207,207,3,Yes some instruction very use,None,Interested,8.0,8.0,nohelp,man,bachelors,business,26.0,4,869
208,208,5,good,yes,yes,5.0,5.0,yeshelp,man,bachelors,business,40.0,4,870
209,209,4,,,,5.0,5.0,nohelp,man,somegrad,socialscience,54.0,4,871
